"URAU_CODE","year","pop","isol","prop_65p","popdens","ndvi","pm25","no2","imperv","tree","grass","water","woody","elevation","coast_dist","tmean","trange","prop_0004","prop_1014","prop_1519","prop_2024","prop_2529","prop_3034","prop_3539","prop_4044","prop_4549","prop_5054","prop_5559","prop_0509","prop_6064","prop_6569","prop_7074","prop_7579","prop_8084","prop_8599","lifexp_00","lifexp_05","lifexp_10","lifexp_15","lifexp_20","lifexp_25","lifexp_30","lifexp_35","lifexp_40","lifexp_45","lifexp_50","lifexp_55","lifexp_60","lifexp_65","lifexp_70","lifexp_75","lifexp_80","lifexp_85","gdp","educ","unempl","depriv","bedrates","deathrate_tot","deathrate_0004","deathrate_1014","deathrate_1519","deathrate_2024","deathrate_2529","deathrate_3034","deathrate_3539","deathrate_4044","deathrate_4549","deathrate_0509","deathrate_5054","deathrate_5559","deathrate_6064","deathrate_6569","deathrate_7074","deathrate_7579","deathrate_8084","deathrate_8599","isol2"
"UK105C",2015,140040,33,0.203263353327621,NA,0.4386895235,9.68255710601807,3.143479347229,52.1113204956055,5.04747676849365,0.0856298580765724,0.473979622125626,5.24745941162109,3,0.694155622591218,10.1018904109589,20.94,6,5.3,5.9,6.1,6.2,5.7,5.2,6.4,7.6,7.6,6.5,5.6,5.6,6.3,4.7,3.9,2.7,2.7,79.8,75.3,70.3,65.4,60.4,55.5,50.7,45.9,41.2,36.5,32,27.6,23.3,19.3,15.4,11.9,8.8,6.2,26176.1526,33.9,4.1,6.1,261.06,0.0141315098514982,0.00141626342499705,0.00013531799729364,0.000241925728801258,0.000352816652946019,0.00114982177762447,0.00149049807477332,0.00232050232050232,0.00398186041367105,0.00449185850645705,0.000126646403242148,0.00592105263157895,0.00860191637630662,0.0137869972173033,0.0177514792899408,0.0331225534477567,0.045755237045204,0.0731009365244537,0.182664185057166,NA
"UK105C",2016,139387,31,0.20427299532955,NA,0.43885217391,9.58234119415283,3.25155925750732,NA,NA,NA,NA,NA,3,0.694155622591218,10.3952459016393,20.48,6.1,5.3,5.8,5.9,6.3,5.8,5.3,6.1,7.5,7.7,6.7,5.6,5.7,6.2,4.8,3.9,2.8,2.7,80,75.4,70.5,65.5,60.6,55.7,50.9,46.1,41.4,36.7,32.2,27.8,23.5,19.4,15.5,11.9,8.8,6.3,24853.7861,36.8,3.9,5.2,257.48,0.0132931635159061,0.00105300105300105,0.000268961807423346,0.000123961819759514,0.000362275087549813,0.000798813191829282,0.00160911003837109,0.00309597523219814,0.00235321802565008,0.0043956043956044,0,0.00545135359881733,0.00845552820293268,0.0113293051359517,0.0186378278877128,0.0251144925395184,0.0412447063155957,0.0719443011861784,0.181110812986316,NA
"UK105C",2017,139927,NA,0.203927762333217,4063.83300629034,0.45599866691,8.88602161407471,2.76570773124695,NA,NA,NA,NA,NA,3,0.694155622591218,10.6493150684932,18.98,6.1,5.4,5.5,5.8,6.4,5.9,5.4,5.7,7.3,7.8,6.8,5.8,5.8,6,5.1,3.9,2.8,2.7,79.9,75.4,70.4,65.5,60.5,55.7,50.8,46,41.3,36.6,32.1,27.6,23.3,19.3,15.4,11.9,8.8,6.3,24836.9706,37.2,3.3,4.1,253.7,0.0133493411085384,0.00140845070422535,0,0.000258064516129032,0.000123517786561265,0.000894754501733587,0.000732421875,0.00239202657807309,0.00339622641509434,0.00477862297639945,0,0.00540887422075541,0.0089751617616364,0.0117298431905173,0.0167704839482511,0.0255443886097152,0.0430586488492947,0.0761201629327902,0.175519007818819,NA
"UK105C",2018,139588,NA,0.20397885205032,4001.04404737149,0.42441271186,9.58376979827881,5.48224830627441,NA,NA,NA,NA,NA,3,0.694155622591218,10.5174794520548,22.39,6,5.5,5.4,5.7,6.4,5.9,5.5,5.4,7.2,7.8,7.1,5.9,5.9,5.6,5.4,3.9,2.8,2.6,79.9,75.3,70.3,65.3,60.4,55.6,50.7,45.9,41.2,36.6,32.1,27.7,23.4,19.3,15.4,11.9,8.8,6.2,NA,37.8,4.2,4.6,NA,0.0137191408880547,0.00131957773512476,0,0.000133262260127932,0.000376600552347477,0.00155607424697121,0.0012071463061323,0.00117554858934169,0.00387389794282661,0.00510868476409897,0.000122100122100122,0.00689782028878874,0.00902362364392173,0.0119478638667632,0.0182857142857143,0.02973044397463,0.0428094885100074,0.0763993948562784,0.168204015192621,NA
"UK105C",2019,NA,NA,NA,4001.04404737149,0.48276229299,9.6337194442749,2.28883814811707,NA,NA,NA,NA,NA,3,0.694155622591218,10.489698630137,22.27,5.9,5.6,5.3,5.7,6.4,6,5.5,5.2,6.9,7.7,7.3,5.9,6.2,5.4,5.6,3.9,2.9,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK105C",2020,NA,NA,NA,3992.44567316271,0.44281923077,8.80080223083496,NA,NA,NA,NA,NA,NA,3,0.694155622591218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2000,NA,NA,NA,NA,0.63832392459,12.5225315093994,NA,NA,NA,NA,NA,NA,33,16.7227303358349,10.6160928961749,24.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5,73.9,68.9,63.9,59,54.2,49.3,44.5,39.7,35,30.4,26,21.7,17.7,14,10.8,8,5.8,27669.4278,24.1,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2001,138945,NA,0.155018172658246,NA,0.6191269591,11.8881320953369,NA,NA,NA,NA,NA,NA,33,16.7227303358349,10.2938356164384,23.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,74.3,69.4,64.4,59.5,54.7,49.9,45,40.3,35.5,30.9,26.4,22.2,18.2,14.4,11.1,8.3,6.1,28031.5975,23.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2002,NA,NA,NA,NA,0.62887641223,12.4581432342529,NA,NA,NA,NA,NA,NA,33,16.7227303358349,11.0801643835616,25.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,74.4,69.4,64.5,59.6,54.8,49.9,45.1,40.3,35.6,31,26.5,22.2,18.1,14.4,11,8.2,5.8,28798.4718,27.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2003,NA,NA,NA,NA,0.57753645005,13.4516401290894,NA,NA,NA,NA,NA,NA,33,16.7227303358349,10.9720821917808,28.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,74.3,69.4,64.4,59.6,54.7,49.9,45.1,40.2,35.5,30.9,26.5,22.1,18,14.3,10.9,8.1,5.8,27431.7056,24.1,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2004,142500,NA,0.159298245614035,NA,0.64485681488,11.4772071838379,NA,NA,NA,NA,NA,NA,33,16.7227303358349,10.7646994535519,24.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6,75,70.1,65.1,60.2,55.4,50.5,45.7,40.9,36.2,31.5,27,22.7,18.6,14.8,11.4,8.5,6.3,28708.6242,25.6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2005,NA,NA,NA,NA,0.67345234616,11.5463914871216,8.12266826629639,NA,NA,NA,NA,NA,33,16.7227303358349,10.8052054794521,25.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7,75.2,70.2,65.2,60.3,55.5,50.6,45.8,41,36.2,31.6,27.2,22.8,18.8,14.9,11.4,8.4,6,29862.1777,25.9,3.6,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2006,NA,NA,NA,NA,0.66075741282,12.1202325820923,14.0003595352173,NA,NA,NA,NA,NA,33,16.7227303358349,11.2378082191781,25.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2,75.6,70.7,65.7,60.8,56,51.1,46.2,41.4,36.7,32,27.5,23.2,19.1,15.2,11.8,8.8,6.4,30783.528,26.5,4.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2007,NA,NA,NA,NA,0.65419704908,11.9230995178223,12.9622478485107,NA,NA,NA,NA,NA,33,16.7227303358349,10.9490136986301,22.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,75.8,70.8,65.8,60.9,56.1,51.2,46.4,41.6,36.9,32.2,27.7,23.4,19.3,15.5,12,9,6.7,31524.4116,28.3,4.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2008,146800,NA,0.135558583106267,NA,0.61923478622,12.3843307495117,14.5303544998169,NA,NA,NA,NA,NA,33,16.7227303358349,10.4358743169399,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8,76.1,71.2,66.2,61.3,56.4,51.5,46.7,41.9,37.2,32.5,28,23.6,19.5,15.6,12,8.9,6.5,28263.8364,28,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2009,NA,NA,NA,NA,0.60635569865,12.5424337387085,10.2813606262207,NA,NA,NA,NA,NA,33,16.7227303358349,10.6007671232877,23.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8,76.2,71.2,66.2,61.3,56.5,51.6,46.8,42,37.3,32.6,28.1,23.8,19.7,15.7,12.3,9.2,6.7,23769.028,28.8,6.1,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2010,152700,NA,0.167648984937787,NA,0.65443886686,12.7714414596558,12.8260068893433,NA,NA,NA,NA,NA,33,16.7227303358349,9.35016438356164,26.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.2,76.5,71.5,66.5,61.6,56.7,51.9,47,42.2,37.5,32.8,28.3,24,19.9,15.9,12.3,9.2,6.7,25403.0256,31.6,6.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2011,155143,26,0.170900395119342,NA,0.63819639768,14.6957263946533,5.57241296768188,NA,NA,NA,NA,NA,33,16.7227303358349,11.2533150684932,22.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.7,77,72,67.1,62.1,57.2,52.3,47.5,42.6,37.9,33.2,28.6,24.3,20.1,16.1,12.6,9.4,6.8,26011.8282,33.1,7.1,5.1,287.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.286249113219872
"UK106C",2012,156500,NA,0.175718849840256,NA,0.66702272176,12.1856670379639,9.13670253753662,NA,NA,NA,NA,NA,33,16.7227303358349,10.1474043715847,26.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.8,77.1,72.1,67.1,62.2,57.3,52.4,47.5,42.6,37.9,33.2,28.7,24.3,20.1,16.2,12.5,9.3,6.6,27280.8081,33,7.1,7.8,280.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2013,158300,NA,0.181933038534428,NA,0.63516370212,13.8957939147949,8.257493019104,NA,NA,NA,NA,NA,33,16.7227303358349,9.89315068493151,25.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.7,76.9,72,67,62.1,57.2,52.3,47.5,42.7,37.9,33.3,28.7,24.3,20.1,16.2,12.6,9.4,6.8,27149.568,35.4,6.5,8.3,275.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2014,160600,NA,0.185554171855542,NA,0.68312647199,13.2402820587158,4.39894008636475,NA,NA,NA,NA,NA,33,16.7227303358349,11.5143561643836,22.45,6.4,6,6,5.4,6,6.1,5.9,7.2,7.8,7,5.9,6.2,5.6,6.1,4.2,3.3,2.5,2.4,81.7,77,72,67,62.1,57.2,52.4,47.5,42.7,38,33.3,28.8,24.4,20.3,16.3,12.6,9.5,7,29988.6993,37.5,4.9,7.4,272.94,0.00890444868802603,0.000555555555555556,0,0.000414372817143195,0.000328148585679596,0.000353690167413346,0.000524658971668416,0.000951248513674197,0.00113033221938274,0.00176878770012245,5.67794685441744e-05,0.00278368255896346,0.00448859895864504,0.00743681855423205,0.0109315036632167,0.0170212765957447,0.0312169312169312,0.0605413105413105,0.156245314140051,NA
"UK106C",2015,163159,23,0.187332601940438,NA,0.64805928127,10.6841192245483,5.08711862564087,3.7547721862793,16.1003856658936,0.324927151203156,0.531734466552734,1.75751435756683,33,16.7227303358349,10.9419178082192,26.9,6.3,6,5.9,5.3,6,6.1,5.9,6.9,7.7,7.2,6,6.3,5.4,6.1,4.4,3.4,2.5,2.4,81.4,76.7,71.7,66.8,61.8,56.9,52.1,47.2,42.4,37.7,33,28.5,24.2,20,16,12.3,9.1,6.5,34507.3716,36.3,4.8,6.1,261.06,0.0087861433161056,0.000495540138751239,0,5.92101367754159e-05,0.00039228506047728,0.000580652653582627,0.000803997013725378,0.00129138295374501,0.00100775975007558,0.00126342387871131,0,0.00248030347242486,0.00430733410942957,0.00699166132135985,0.0092,0.0179964962573658,0.0308622987798626,0.0581884464385867,0.154972455784285,NA
"UK106C",2016,165430,20,0.188968143625703,NA,0.60311863272,11.0092468261719,3.55932927131653,NA,NA,NA,NA,NA,33,16.7227303358349,10.8797267759563,25.83,6.3,5.9,5.8,5.2,6,6.1,6,6.6,7.6,7.4,6.1,6.4,5.4,6.1,4.6,3.4,2.5,2.4,81.7,77.1,72.1,67.1,62.2,57.3,52.4,47.6,42.8,38,33.4,28.8,24.5,20.3,16.3,12.6,9.3,6.7,32307.353,39.3,3.4,5.2,257.48,0.00895731473781912,0.000817483241593547,5.81091289441571e-05,0.000237515586960394,0.00032964135021097,0.000345522602936942,0.000619299628420223,0.00108534216839941,0.00145613396432472,0.00171984611903146,0,0.00201179002526434,0.00440255122199018,0.00508071258601839,0.00929410423081309,0.0173671152544921,0.0304902755267423,0.0605393505778756,0.160260033917467,NA
"UK106C",2017,166725,NA,0.190751237067027,394.472326493287,0.68958975888,10.6600427627563,7.2198600769043,NA,NA,NA,NA,NA,33,16.7227303358349,11.2101643835616,24.99,6.3,6,5.7,5.1,6,6.2,6.2,6.4,7.5,7.5,6.3,6.5,5.3,5.8,5,3.4,2.5,2.5,81.7,77.1,72.1,67.2,62.3,57.4,52.5,47.6,42.8,38.1,33.4,28.9,24.5,20.3,16.3,12.6,9.4,6.7,30431.6232,36.5,3.3,4.1,253.7,0.00886753229049518,0.000702323068611561,5.70125427594071e-05,0,0.000332203840276394,0.000339943342776204,0.000330051157929479,0.000553679198272521,0.00123390557939914,0.00173436786855317,5.22302308576204e-05,0.00255067182874061,0.00336499321573948,0.00606679864614599,0.00995496563166627,0.017775032598998,0.0327440739252712,0.0536388140161725,0.155735455543359,NA
"UK106C",2018,168843,NA,0.191343437394503,426.476498131636,0.65421399449,11.0530080795288,6.85706853866577,NA,NA,NA,NA,NA,33,16.7227303358349,11.3750136986301,29.17,6.2,6.1,5.5,5,6.1,6.2,6.2,6.2,7.3,7.5,6.5,6.6,5.4,5.4,5.3,3.5,2.6,2.5,81.6,76.9,71.9,66.9,62,57.1,52.2,47.4,42.6,37.9,33.2,28.7,24.3,20.1,16.1,12.4,9.2,6.5,NA,37.7,3.8,4.6,NA,0.00937077598789215,0.000434499239626331,0,0.000366680926480474,0.000610004066693778,0.000222531293463143,0.000432736517552875,0.000701943844492441,0.00169835095600723,0.0022644299644161,5.12557662737058e-05,0.00201306253914288,0.00475518628834196,0.0062033962027696,0.00965093689289967,0.018974131933464,0.031669402336584,0.0548501112711088,0.162999731687684,NA
"UK106C",2019,NA,NA,NA,426.476497958136,0.66398545706,10.3311243057251,7.42995119094849,NA,NA,NA,NA,NA,33,16.7227303358349,11.1253698630137,27.68,6.1,6.2,5.5,4.9,6,6.3,6.3,6.1,7.1,7.6,6.6,6.6,5.5,5.1,5.5,3.6,2.6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.9,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK106C",2020,NA,NA,NA,432.093349233302,0.65430995169,9.71906280517578,NA,NA,NA,NA,NA,NA,33,16.7227303358349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2000,NA,NA,NA,NA,0.62239274991,12.6962556838989,NA,NA,NA,NA,NA,NA,118,69.748828297337,9.96953551912568,25.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,74.5,69.5,64.5,59.7,54.8,50,45.1,40.3,35.5,30.9,26.4,22.1,18,14.2,11,8.2,6,35208.768,31.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2001,137820,NA,0.151066608619939,NA,0.61890025347,12.2318506240845,NA,NA,NA,NA,NA,NA,118,69.748828297337,9.64161643835616,24.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.1,74.6,69.6,64.7,59.8,54.9,50,45.2,40.4,35.6,31,26.5,22.1,18.1,14.3,10.9,8.2,5.9,35846.6621,33.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2002,NA,NA,NA,NA,0.60959001086,12.0798368453979,NA,NA,NA,NA,NA,NA,118,69.748828297337,10.429095890411,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.3,74.7,69.7,64.8,59.9,55,50.2,45.3,40.5,35.8,31.1,26.6,22.2,18.1,14.3,10.9,8.1,5.8,36942.2889,32.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2003,NA,NA,NA,NA,0.52314892191,13.9332571029663,NA,NA,NA,NA,NA,NA,118,69.748828297337,10.4237260273973,27.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5,74.9,69.9,65,60,55.2,50.3,45.5,40.7,36,31.3,26.8,22.4,18.3,14.4,11,8,5.6,35568.988,31.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2004,138000,NA,0.156521739130435,NA,0.58705914322,11.7151575088501,NA,NA,NA,NA,NA,NA,118,69.748828297337,10.1935792349727,23.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8,75.2,70.2,65.3,60.4,55.5,50.7,45.8,41,36.2,31.6,27.1,22.7,18.6,14.7,11.3,8.4,6.1,38088.5238,32.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2005,NA,NA,NA,NA,0.65116961463,11.908766746521,15.2239761352539,NA,NA,NA,NA,NA,118,69.748828297337,10.2217534246575,25.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2,75.6,70.7,65.7,60.8,55.9,51,46.2,41.3,36.6,32,27.4,23.1,18.9,15,11.5,8.5,6.1,39621.1836,32.8,3.3,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2006,NA,NA,NA,NA,0.64474505066,12.5291929244995,15.5079412460327,NA,NA,NA,NA,NA,118,69.748828297337,10.6692054794521,25.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5,75.8,70.9,65.9,61.1,56.2,51.3,46.5,41.6,36.8,32.2,27.7,23.3,19.2,15.4,11.8,8.8,6.5,40433.454,33,4.2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2007,NA,NA,NA,NA,0.64146547587,12.0348691940308,10.6336965560913,NA,NA,NA,NA,NA,118,69.748828297337,10.2901917808219,21.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.9,76.3,71.3,66.3,61.4,56.6,51.7,46.8,42,37.2,32.6,28,23.7,19.5,15.6,12,8.9,6.5,42376.0953,33.5,3.9,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2008,139900,NA,0.124374553252323,NA,0.60658745808,11.726354598999,12.9577884674072,NA,NA,NA,NA,NA,118,69.748828297337,9.72390710382514,21.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7,76.2,71.2,66.3,61.4,56.5,51.7,46.8,42,37.3,32.6,28,23.7,19.5,15.6,12,8.9,6.5,37658.2608,33.5,4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2009,NA,NA,NA,NA,0.59660414041,12.0375518798828,11.6734485626221,NA,NA,NA,NA,NA,118,69.748828297337,9.80115068493151,23.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3,76.8,71.8,66.9,62,57.1,52.2,47.3,42.5,37.8,33.1,28.5,24.2,20,16.1,12.5,9.4,6.9,31994.9539,34.2,5.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2010,142900,NA,0.156752974107768,NA,0.6415548234,12.8475122451782,12.7305421829224,NA,NA,NA,NA,NA,118,69.748828297337,8.75553424657534,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.6,76.9,72,67,62.1,57.2,52.3,47.5,42.7,37.9,33.2,28.7,24.3,20.1,16.1,12.5,9.3,6.8,32652.2016,38,5.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2011,144847,29,0.157980489758159,NA,0.63502430023,13.8145189285278,12.9701108932495,NA,NA,NA,NA,NA,118,69.748828297337,10.6535890410959,22.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.2,77.7,72.7,67.7,62.8,57.8,53,48.1,43.3,38.5,33.8,29.2,24.8,20.6,16.7,13,9.8,7.2,32045.06,39.7,5.8,5.1,287.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.279411764705882
"UK107C",2012,146000,NA,0.16027397260274,NA,0.64160311526,12.0468978881836,9.82620620727539,NA,NA,NA,NA,NA,118,69.748828297337,9.46568306010929,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.9,77.2,72.3,67.3,62.4,57.5,52.6,47.7,42.9,38.1,33.4,28.8,24.4,20.2,16.2,12.5,9.4,6.9,35486.1468,43.5,5.7,7.8,280.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2013,147500,NA,0.16271186440678,NA,0.60310388791,13.4649457931519,14.1555948257446,NA,NA,NA,NA,NA,118,69.748828297337,9.32030136986301,25.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.3,77.6,72.6,67.7,62.7,57.8,52.9,48.1,43.3,38.5,33.8,29.2,24.8,20.6,16.6,13,9.7,7,36391.3728,41.6,4.9,8.3,275.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UK107C",2014,149000,NA,0.165771812080537,NA,0.64486546193,12.71031665802,5.70386409759521,NA,NA,NA,NA,NA,118,69.748828297337,10.821397260274,22.42,6.7,5.9,5.9,5.6,6.2,6.8,6.9,7.4,7.7,7.1,5.8,6.4,5,4.9,3.6,3.1,2.5,2.4,82.5,77.9,72.9,67.9,63,58.1,53.2,48.3,43.4,38.7,34,29.4,25,20.8,16.7,13.1,9.8,7.1,40431.3147,45.2,3.8,7.4,272.94,0.00798516269267844,0.000724272171135167,5.93868309702324e-05,0.000250139783996939,0.000171083737713077,0.000404931789938143,0.000394839071236611,0.000632607100382095,0.00110725013251664,0.00164902808995109,0.00012340939008337,0.00256104017631777,0.00420274519739489,0.00639913984461709,0.0102128858445881,0.0176128590971272,0.0298794777368597,0.056531323330726,0.142946294188906,NA
