scenario,scenario_name,scenario_abb,name,country_code,age,year,pop
4,Inequality (SSP4),SSP4,Greece,300,55--59,2050,550.4
4,Inequality (SSP4),SSP4,Greece,300,60--64,2050,583.8
4,Inequality (SSP4),SSP4,Greece,300,65--69,2050,687.9
4,Inequality (SSP4),SSP4,Greece,300,70--74,2050,699.4
4,Inequality (SSP4),SSP4,Greece,300,75--79,2050,655.6
4,Inequality (SSP4),SSP4,Greece,300,80--84,2050,575.7
4,Inequality (SSP4),SSP4,Greece,300,85--89,2050,408.2
4,Inequality (SSP4),SSP4,Greece,300,90--94,2050,244.1
4,Inequality (SSP4),SSP4,Greece,300,95--99,2050,93
4,Inequality (SSP4),SSP4,Greece,300,100+,2050,23.6
5,Conventional Development (SSP5),SSP5,Greece,300,0--4,2030,360.2
5,Conventional Development (SSP5),SSP5,Greece,300,5--9,2030,396.6
5,Conventional Development (SSP5),SSP5,Greece,300,10--14,2030,479
5,Conventional Development (SSP5),SSP5,Greece,300,15--19,2030,534.8
5,Conventional Development (SSP5),SSP5,Greece,300,20--24,2030,573.8
5,Conventional Development (SSP5),SSP5,Greece,300,25--29,2030,582.4
5,Conventional Development (SSP5),SSP5,Greece,300,30--34,2030,576.3
5,Conventional Development (SSP5),SSP5,Greece,300,35--39,2030,551.6
5,Conventional Development (SSP5),SSP5,Greece,300,40--44,2030,593.4
5,Conventional Development (SSP5),SSP5,Greece,300,45--49,2030,725.7
5,Conventional Development (SSP5),SSP5,Greece,300,50--54,2030,770.9
5,Conventional Development (SSP5),SSP5,Greece,300,55--59,2030,769.3
5,Conventional Development (SSP5),SSP5,Greece,300,60--64,2030,757
5,Conventional Development (SSP5),SSP5,Greece,300,65--69,2030,667.7
5,Conventional Development (SSP5),SSP5,Greece,300,70--74,2030,611.6
5,Conventional Development (SSP5),SSP5,Greece,300,75--79,2030,507.6
5,Conventional Development (SSP5),SSP5,Greece,300,80--84,2030,421.3
5,Conventional Development (SSP5),SSP5,Greece,300,85--89,2030,253.7
5,Conventional Development (SSP5),SSP5,Greece,300,90--94,2030,147
5,Conventional Development (SSP5),SSP5,Greece,300,95--99,2030,43.3
5,Conventional Development (SSP5),SSP5,Greece,300,100+,2030,6.3
5,Conventional Development (SSP5),SSP5,Greece,300,0--4,2040,365.7
5,Conventional Development (SSP5),SSP5,Greece,300,5--9,2040,375.9
5,Conventional Development (SSP5),SSP5,Greece,300,10--14,2040,392
5,Conventional Development (SSP5),SSP5,Greece,300,15--19,2040,424.6
5,Conventional Development (SSP5),SSP5,Greece,300,20--24,2040,511.6
5,Conventional Development (SSP5),SSP5,Greece,300,25--29,2040,580.7
5,Conventional Development (SSP5),SSP5,Greece,300,30--34,2040,607.9
5,Conventional Development (SSP5),SSP5,Greece,300,35--39,2040,595.7
5,Conventional Development (SSP5),SSP5,Greece,300,40--44,2040,584.3
5,Conventional Development (SSP5),SSP5,Greece,300,45--49,2040,563.4
5,Conventional Development (SSP5),SSP5,Greece,300,50--54,2040,600.2
5,Conventional Development (SSP5),SSP5,Greece,300,55--59,2040,716.9
5,Conventional Development (SSP5),SSP5,Greece,300,60--64,2040,749.7
5,Conventional Development (SSP5),SSP5,Greece,300,65--69,2040,735.8
5,Conventional Development (SSP5),SSP5,Greece,300,70--74,2040,705
5,Conventional Development (SSP5),SSP5,Greece,300,75--79,2040,599
5,Conventional Development (SSP5),SSP5,Greece,300,80--84,2040,504.1
5,Conventional Development (SSP5),SSP5,Greece,300,85--89,2040,351.8
5,Conventional Development (SSP5),SSP5,Greece,300,90--94,2040,210
5,Conventional Development (SSP5),SSP5,Greece,300,95--99,2040,70.8
5,Conventional Development (SSP5),SSP5,Greece,300,100+,2040,18.1
5,Conventional Development (SSP5),SSP5,Greece,300,0--4,2050,380.1
5,Conventional Development (SSP5),SSP5,Greece,300,5--9,2050,389
5,Conventional Development (SSP5),SSP5,Greece,300,10--14,2050,395.5
5,Conventional Development (SSP5),SSP5,Greece,300,15--19,2050,399.8
5,Conventional Development (SSP5),SSP5,Greece,300,20--24,2050,419.2
5,Conventional Development (SSP5),SSP5,Greece,300,25--29,2050,475.5
5,Conventional Development (SSP5),SSP5,Greece,300,30--34,2050,562.9
5,Conventional Development (SSP5),SSP5,Greece,300,35--39,2050,605.8
5,Conventional Development (SSP5),SSP5,Greece,300,40--44,2050,620
5,Conventional Development (SSP5),SSP5,Greece,300,45--49,2050,605.8
5,Conventional Development (SSP5),SSP5,Greece,300,50--54,2050,593.4
5,Conventional Development (SSP5),SSP5,Greece,300,55--59,2050,573.3
5,Conventional Development (SSP5),SSP5,Greece,300,60--64,2050,603.7
5,Conventional Development (SSP5),SSP5,Greece,300,65--69,2050,701.8
5,Conventional Development (SSP5),SSP5,Greece,300,70--74,2050,717.6
5,Conventional Development (SSP5),SSP5,Greece,300,75--79,2050,686.5
5,Conventional Development (SSP5),SSP5,Greece,300,80--84,2050,623.3
5,Conventional Development (SSP5),SSP5,Greece,300,85--89,2050,470.2
